organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000058552,Nemapogon picarella,mature,1,6,31,7
NBNORG0000058553,Nemapogon ruricolella,mature,1,6,31,8
NBNORG0000058554,Nemapogon variatella,mature,1,3,31,8
NBNORG0000042599,Nematopogon magna,mature,1,5,30,6
NBNORG0000058557,Nematopogon metaxella,mature,1,4,31,7
NBNORG0000058558,Nematopogon pilella,mature,1,5,30,6
NBNORG0000058559,Nematopogon schwarziellus,mature,21,4,7,7
NBNORG0000058560,Nematopogon swammerdamella,mature,1,4,30,6
NBNORG0000058562,Nemaxera betulinella,mature,1,5,31,8
NBNORG0000058563,Nemophora cupriacella,mature,1,6,7,8
NBNORG0000058564,Nemophora degeerella,mature,1,5,15,7
NBNORG0000058565,Nemophora fasciella,mature,1,6,31,7
NBNORG0000058566,Nemophora metallica,mature,1,6,7,8
NBNORG0000058567,Nemophora minimella,mature,15,6,15,9
NBNORG0000057721,Neocochylis dubitana,mature,1,5,30,9
NBNORG0000057723,Neocochylis hybridella,mature,1,6,30,9
NBNORG0000057724,Neocochylis molliculana,mature,1,5,30,9
NBNORG0000058568,Neofaculta ericetella,mature,15,4,7,8
NBNORG0000058569,Neofriseria peliella,mature,15,6,31,8
NBNORG0000058570,Neofriseria singula,mature,1,6,15,8
NBNORG0000058571,Neosphaleroptera nubilana,mature,21,6,31,8
NBNORG0000059116,Neotelphusa sequax,mature,15,6,31,8
NBNORG0000042624,Nephopterix angustella,mature,21,4,31,10
NBNORG0000042638,Niditinea fuscella,mature,1,4,30,9
NBNORG0000058573,Niditinea striolella,mature,1,5,31,7
NBNORG0000058574,Noctua comes,mature,1,6,30,11
NBNORG0000009352,Noctua fimbriata,mature,15,6,15,10
NBNORG0000060196,Noctua interjecta,mature,15,6,15,10
NBNORG0000058575,Noctua interjecta caliginosa,mature,1,7,30,9
NBNORG0000058576,Noctua interjecta interjecta,mature,1,7,30,9
NBNORG0000058577,Noctua janthe,mature,15,6,15,10
NBNORG0000089731,Noctua janthina,mature,15,6,30,9
NBNORG0000009351,Noctua orbona,mature,1,5,31,10
NBNORG0000009350,Noctua pronuba,mature,1,5,30,11
NBNORG0000058580,Nola aerugula,mature,21,6,31,7
NBNORG0000008869,Nola chlamitulalis,mature,7,6,21,6
NBNORG0000058581,Nola confusalis,mature,1,4,15,7
NBNORG0000009331,Nola cucullatella,mature,1,6,30,9
NBNORG0000058583,Nomophila nearctica,mature,1,8,31,8
NBNORG0000058584,Nomophila noctuella,mature,1,1,31,12
NBNORG0000009520,Nonagria typhae,mature,21,6,31,10
NBNORG0000058585,Nothris congressariella,mature,21,5,31,10
NBNORG0000058586,Nothris verbascella,mature,1,5,30,9
NBNORG0000058069,Notocelia cynosbatella,mature,1,5,31,7
NBNORG0000058072,Notocelia incarnatana,mature,1,6,7,9
NBNORG0000058073,Notocelia roborana,mature,1,6,31,8
NBNORG0000058074,Notocelia rosaecolana,mature,21,5,31,7
NBNORG0000058076,Notocelia tetragonana,mature,1,7,31,7
NBNORG0000058077,Notocelia trimaculana,mature,1,5,31,8
NBNORG0000058079,Notocelia uddmanniana,mature,15,5,31,10
NBNORG0000058587,Notodonta dromedarius,mature,1,4,21,9
NBNORG0000058588,Notodonta torva,mature,1,5,31,8
NBNORG0000058589,Notodonta tritophus,mature,15,7,15,8
NBNORG0000058590,Notodonta ziczac,mature,1,4,7,9
NBNORG0000009302,Nudaria mundana,mature,1,6,21,8
NBNORG0000058592,Nyctegretis lineana,mature,21,6,15,9
NBNORG0000086956,Nycteola asiatica,mature,1,9,15,9
NBNORG0000011643,Nycteola revayana,mature,1,2,30,11
NBNORG0000132276,Nycteola siculana,mature,1,7,1,6
NBNORG0000009104,Nycterosea obstipata,mature,1,4,15,12
NBNORG0000058595,Nymphula nitidulata,mature,21,5,15,9
NBNORG0000009058,Ochropacha duplaris,mature,21,4,7,9
NBNORG0000008872,Ochropleura leucogaster,mature,21,9,15,11
NBNORG0000009346,Ochropleura plecta,mature,1,4,31,10
NBNORG0000058598,Ochsenheimeria taurella,mature,1,6,30,9
NBNORG0000058599,Ochsenheimeria urella,mature,1,7,30,9
NBNORG0000058600,Ochsenheimeria vacculella,mature,1,7,7,9
NBNORG0000058602,Ocnerostoma friesei,mature,1,4,31,8
NBNORG0000058603,Ocnerostoma piniariella,mature,1,6,31,8
NBNORG0000009200,Odezia atrata,mature,7,5,7,8
NBNORG0000060149,Odontognophos dumetata,mature,15,8,15,9
NBNORG0000058605,Odontognophos dumetata subsp. dumetata,mature,15,8,15,9
NBNORG0000058606,Odontognophos dumetata subsp. hibernica,mature,15,8,15,9
NBNORG0000009229,Odontopera bidentata,mature,15,4,31,8
NBNORG0000009285,Odontosia carmelita,mature,21,3,31,5
NBNORG0000058607,Oecophora bractella,mature,1,5,31,7
NBNORG0000058609,Oegoconia caradjai,mature,1,6,31,8
NBNORG0000058610,Oegoconia deauratella,mature,1,6,31,8
NBNORG0000122539,Oegoconia novimundi,mature,1,7,31,8
NBNORG0000058611,Oegoconia quadripuncta,mature,1,6,30,9
NBNORG0000058613,Oidaematophorus lithodactyla,mature,21,6,31,8
NBNORG0000058615,Oinophila v-flava,mature,21,6,15,9
NBNORG0000058617,Olethreutes arcuella,mature,1,5,31,8
NBNORG0000009497,Oligia fasciuncula,mature,1,5,31,8
NBNORG0000058625,Oligia latruncula,mature,1,5,15,8
NBNORG0000009495,Oligia strigilis,mature,1,5,31,8
NBNORG0000009496,Oligia versicolor,mature,15,5,21,8
NBNORG0000058628,Olindia schumacherana,mature,1,6,30,9
NBNORG0000018502,Oncocera semirubella,mature,15,6,15,10
NBNORG0000009154,Operophtera brumata,mature,30,9,1,3
NBNORG0000009155,Operophtera fagata,mature,30,9,15,1
NBNORG0000009220,Opisthograptis luteolata,mature,1,4,31,10
NBNORG0000097729,Opogona omoscopa,mature,21,8,31,10
NBNORG0000058632,Opostega salaciella,mature,15,5,31,8
NBNORG0000058633,Opostega spatulella,mature,31,7,1,7
NBNORG0000009292,Orgyia antiqua,mature,1,6,15,11
NBNORG0000058635,Orgyia recens,mature,15,6,7,7
NBNORG0000058636,Oria musculosa,mature,21,7,15,8
NBNORG0000042695,Ortholepis betulae,mature,1,6,7,9
NBNORG0000009103,Orthonama vittata,mature,1,4,30,9
NBNORG0000009402,Orthosia cerasi,mature,1,1,7,6
NBNORG0000058639,Orthosia cruda,mature,1,2,31,5
NBNORG0000009404,Orthosia gothica,mature,1,1,30,6
NBNORG0000058640,Orthosia gracilis,mature,7,3,7,6
NBNORG0000009403,Orthosia incerta,mature,1,2,15,6
NBNORG0000058641,Orthosia miniosa,mature,7,3,7,5
NBNORG0000058643,Orthosia opima,mature,15,3,7,6
NBNORG0000009401,Orthosia populeti,mature,15,2,21,5
NBNORG0000058644,Orthotaenia undulana,mature,1,5,31,8
NBNORG0000042697,Orthotelia sparganella,mature,1,7,31,8
NBNORG0000058647,Ostrinia nubilalis,mature,21,5,30,9
NBNORG0000009231,Ourapteryx sambucaria,mature,7,6,31,10
NBNORG0000058171,Oxypteryx atrella,mature,15,6,31,8
NBNORG0000058172,Oxypteryx immaculatella,mature,1,5,30,9
NBNORG0000058173,Oxypteryx unicolorella,mature,21,5,31,7
NBNORG0000058174,Oxypteryx wilkella,mature,1,6,7,9
NBNORG0000058648,Oxyptilus distans,mature,1,5,7,9
NBNORG0000058649,Oxyptilus laetus,mature,1,5,31,10
NBNORG0000058650,Oxyptilus parvidactyla,mature,21,5,31,8
NBNORG0000058651,Oxyptilus pilosellae,mature,15,7,31,8
NBNORG0000041924,Pabulatrix pabulatricula,mature,15,7,15,8
NBNORG0000060253,Pachetra sagittigera,mature,15,5,21,6
NBNORG0000009378,Pachetra sagittigera britannica,mature,15,5,21,6
NBNORG0000058652,Pachetra sagittigera sagittigera,mature,15,5,21,6
NBNORG0000058653,Pachycnemia hippocastanaria,mature,1,2,30,11
NBNORG0000117202,Pachyrhabda steropodes,mature,1,4,31,5
NBNORG0000018477,Pachythelia villosella,mature,1,6,30,6
NBNORG0000006861,Palpita vitrealis,mature,1,6,31,12
NBNORG0000058654,Pammene agnotana,mature,1,3,31,5
NBNORG0000058655,Pammene albuginana,mature,1,5,31,7
NBNORG0000058656,Pammene argyrana,mature,1,4,30,6
NBNORG0000042722,Pammene aurana,mature,1,5,31,8
NBNORG0000042723,Pammene aurita,mature,21,6,31,8
NBNORG0000058657,Pammene fasciana,mature,1,6,7,9
NBNORG0000042724,Pammene gallicana,mature,1,7,31,8
NBNORG0000058658,Pammene germmana,mature,1,5,31,7
NBNORG0000058659,Pammene giganteana,mature,21,3,31,5
NBNORG0000058660,Pammene herrichiana,mature,21,4,30,6
NBNORG0000058668,Pammene ignorata,mature,21,5,7,7
NBNORG0000129766,Pammene juniperana,mature,1,8,31,8
NBNORG0000058661,Pammene luedersiana,mature,1,5,30,6
NBNORG0000058662,Pammene obscurana,mature,21,4,30,6
NBNORG0000058663,Pammene ochsenheimeriana,mature,1,5,30,6
NBNORG0000058664,Pammene populana,mature,1,7,30,9
NBNORG0000058665,Pammene regiana,mature,1,5,31,8
NBNORG0000058666,Pammene rhediella,mature,1,4,30,6
NBNORG0000058667,Pammene spiniana,mature,1,7,30,9
NBNORG0000117533,Pammene splendidulana,mature,1,4,7,6
NBNORG0000058669,Pammene suspectana,mature,1,5,30,6
NBNORG0000058670,Pammene trauniana,mature,1,5,31,7
NBNORG0000058671,Pancalia leuwenhoekella,mature,21,4,7,8
NBNORG0000042729,Pancalia schwarzella,mature,1,3,31,7
NBNORG0000058672,Pandemis cerasana,mature,15,5,15,10
NBNORG0000058673,Pandemis cinnamomeana,mature,1,6,14,10
NBNORG0000058674,Pandemis corylana,mature,15,6,31,10
NBNORG0000058675,Pandemis dumetana,mature,1,7,31,8
NBNORG0000058676,Pandemis heparana,mature,1,6,30,9
NBNORG0000097765,Pandesma robusta,mature,1,1,31,12
NBNORG0000009535,Panemeria tenebrata,mature,15,4,30,6
NBNORG0000058677,Panolis flammea,mature,15,2,30,6
NBNORG0000009385,Papestra biren,mature,15,4,15,7
NBNORG0000058684,Parachronistis albiceps,mature,1,6,31,8
NBNORG0000009585,Paracolax tristalis,mature,21,6,15,8
NBNORG0000058685,Paracorsia repandalis,mature,1,6,31,10
NBNORG0000058124,Paracrania chrysolepidella,mature,1,4,30,4
NBNORG0000058686,Paradarisa consonaria,mature,21,3,15,7
NBNORG0000058687,Paralipsa gularis,mature,1,3,31,10
NBNORG0000058688,Paramesia gnomana,mature,1,6,31,8
NBNORG0000009028,Paranthrene tabaniformis,mature,21,5,31,7
NBNORG0000058691,Parapoynx stratiotata,mature,21,5,30,9
NBNORG0000009576,Parascotia fuliginaria,mature,15,6,21,8
NBNORG0000009315,Parasemia plantaginis,mature,1,5,15,8
NBNORG0000058694,Parasemia plantaginis insularum,mature,1,5,15,8
NBNORG0000008866,Parasemia plantaginis plantaginis,mature,1,5,15,8
NBNORG0000058695,Parastichtis suspecta,mature,1,6,15,9
NBNORG0000042770,Paraswammerdamia albicapitella,mature,1,5,30,9
NBNORG0000058697,Paraswammerdamia nebulella,mature,1,6,7,10
NBNORG0000042773,Paratalanta hyalinalis,mature,1,6,15,9
NBNORG0000042774,Paratalanta pandalis,mature,15,5,7,8
NBNORG0000058699,Parectopa ononidis,mature,1,5,31,8
NBNORG0000042789,Parectropis similaria,mature,1,5,21,7
NBNORG0000058700,Pareulype berberata,mature,15,5,7,9
NBNORG0000060283,Parornix alpicola,mature,1,5,30,6
NBNORG0000058705,Parornix anglicella,mature,1,4,30,9
NBNORG0000122537,Parornix atripalpella,mature,1,5,31,8
NBNORG0000058706,Parornix betulae,mature,1,4,31,10
NBNORG0000058707,Parornix carpinella,mature,1,5,31,8
NBNORG0000058708,Parornix devoniella,mature,1,5,31,8
NBNORG0000058709,Parornix fagivora,mature,1,5,31,8
NBNORG0000058710,Parornix finitimella,mature,1,4,30,9
NBNORG0000058711,Parornix loganella,mature,1,5,30,6
NBNORG0000058712,Parornix scoticella,mature,1,4,30,9
NBNORG0000041752,Parornix torquillella,mature,1,4,30,9
NBNORG0000042795,Pasiphila chloerata,mature,15,5,31,7
NBNORG0000042796,Pasiphila debiliata,mature,21,5,21,8
NBNORG0000042797,Pasiphila rectangulata,mature,7,5,21,8
NBNORG0000058831,Patania ruralis,mature,1,6,31,10
NBNORG0000042799,Pechipogo plumigeralis,mature,15,6,31,10
NBNORG0000058713,Pechipogo strigilata,mature,7,5,21,7
NBNORG0000018498,Pediasia aridella,mature,21,5,31,8
NBNORG0000058714,Pediasia contaminella,mature,15,6,21,10
NBNORG0000058715,Pediasia fascelinella,mature,1,6,15,9
NBNORG0000058716,Pelochrista caecimaculana,mature,21,6,31,7
NBNORG0000009305,Pelosia muscerda,mature,7,6,30,9
NBNORG0000058717,Pelosia obtusa,mature,21,6,31,8
NBNORG0000009124,Pelurga comitata,mature,7,6,15,9
NBNORG0000058719,Pempelia genistella,mature,15,6,30,9
NBNORG0000058721,Pempelia palumbella,mature,15,5,30,9
NBNORG0000058723,Pempeliella ornatella,mature,21,6,31,8
NBNORG0000099354,Pennisetia hylaeiformis,mature,7,7,15,8
NBNORG0000059130,Pennithera firmata,mature,21,4,30,11
NBNORG0000058724,Perconia strigillaria,mature,15,5,21,7
NBNORG0000042826,Peribatodes ilicaria,mature,1,7,30,9
NBNORG0000058725,Peribatodes rhomboidaria,mature,7,5,31,10
NBNORG0000009240,Peribatodes secundaria,mature,21,6,21,7
NBNORG0000108234,Peribatodes umbraria,mature,1,5,30,9
NBNORG0000058726,Periclepsis cinctana,mature,1,7,31,7
NBNORG0000009281,Peridea anceps,mature,1,4,30,6
NBNORG0000058727,Peridroma saucia,mature,1,1,31,12
NBNORG0000009536,Periphanes delphinii,mature,1,4,30,6
NBNORG0000058473,Perittia farinella,mature,1,5,31,5
NBNORG0000058730,Perittia obscurepunctella,mature,21,3,31,5
NBNORG0000009157,Perizoma affinitata,mature,15,4,15,9
NBNORG0000060302,Perizoma albulata,mature,1,5,21,8
NBNORG0000058731,Perizoma albulata albulata,mature,1,5,21,8
NBNORG0000009162,Perizoma albulata subfasciaria,mature,1,5,21,8
NBNORG0000009158,Perizoma alchemillata,mature,15,5,7,9
NBNORG0000009159,Perizoma bifaciata,mature,21,6,7,9
NBNORG0000060303,Perizoma blandiata,mature,21,5,31,8
NBNORG0000058732,Perizoma blandiata blandiata,mature,21,5,31,8
NBNORG0000008840,Perizoma blandiata perfasciata,mature,21,5,31,8
NBNORG0000009163,Perizoma flavofasciata,mature,21,4,31,8
NBNORG0000060304,Perizoma minorata,mature,7,6,15,8
NBNORG0000009160,Perizoma minorata ericetata,mature,7,6,15,8
NBNORG0000058734,Perizoma minorata minorata,mature,7,6,15,8
NBNORG0000009217,Petrophora chlorosata,mature,15,4,7,8
NBNORG0000058735,Pexicopia malvella,mature,1,6,31,8
NBNORG0000009274,Phalera bucephala,mature,21,4,15,8
NBNORG0000058738,Phalonidia affinitana,mature,21,5,31,8
NBNORG0000058739,Phalonidia curvistrigana,mature,1,7,31,8
NBNORG0000058740,Phalonidia gilvicomana,mature,1,6,31,7
NBNORG0000058741,Phalonidia manniana,mature,15,5,15,9
NBNORG0000117221,Phalonidia udana,mature,1,6,31,7
NBNORG0000058153,Phaneta pauperana,mature,1,4,7,6
NBNORG0000058742,Phaulernis dentella,mature,1,6,30,6
NBNORG0000058743,Phaulernis fulviguttella,mature,21,6,30,9
NBNORG0000009282,Pheosia gnoma,mature,1,4,15,9
NBNORG0000009283,Pheosia tremula,mature,1,4,15,9
NBNORG0000058618,Phiaris metallicana,mature,1,6,31,7
NBNORG0000058621,Phiaris micana,mature,21,6,31,8
NBNORG0000058620,Phiaris obsoletana,mature,1,6,31,7
NBNORG0000058622,Phiaris palustrana,mature,21,5,31,8
NBNORG0000058623,Phiaris schulziana,mature,1,6,31,8
NBNORG0000009102,Phibalapteryx virgata,mature,1,4,15,9
NBNORG0000058744,Phigalia pilosaria,mature,31,10,30,4
NBNORG0000058745,Philedone gerningana,mature,1,7,30,9
NBNORG0000058746,Philedonides lunana,mature,1,3,31,5
NBNORG0000009149,Philereme transversata,mature,15,6,15,8
NBNORG0000058747,Philereme transversata britannica,mature,15,6,15,8
NBNORG0000058748,Philereme transversata transversata,mature,15,6,15,8
NBNORG0000058749,Philereme vetulata,mature,1,6,7,8
NBNORG0000009474,Phlogophora meticulosa,mature,1,1,31,12
NBNORG0000009502,Photedes captiuncula,mature,21,5,15,8
NBNORG0000042860,Photedes captiuncula captiuncula,mature,21,5,15,8
NBNORG0000008897,Photedes captiuncula expolita,mature,21,5,15,8
NBNORG0000041518,Photedes extrema,mature,7,5,15,8
NBNORG0000041519,Photedes fluxa,mature,15,6,31,8
NBNORG0000009503,Photedes minima,mature,1,6,7,9
NBNORG0000041520,Photedes morrisii,mature,21,6,15,7
NBNORG0000041521,Photedes morrisii bondii,mature,21,6,15,7
NBNORG0000057712,Photedes morrisii morrisii,mature,21,6,15,7
NBNORG0000058754,Phragmataecia castaneae,mature,21,5,15,8
NBNORG0000009322,Phragmatobia fuliginosa,mature,1,4,7,10
NBNORG0000008867,Phragmatobia fuliginosa borealis,mature,15,4,30,9
NBNORG0000008868,Phragmatobia fuliginosa fuliginosa,mature,15,4,30,9
NBNORG0000042866,Phtheochroa inopiana,mature,1,5,31,8
NBNORG0000058755,Phtheochroa rugosana,mature,21,4,31,7
NBNORG0000042867,Phtheochroa schreibersiana,mature,1,5,30,6
NBNORG0000042868,Phtheochroa sodaliana,mature,21,5,15,7
NBNORG0000042874,Phthorimaea operculella,mature,21,6,30,9
NBNORG0000058756,Phycita roborella,mature,1,6,30,9
NBNORG0000058758,Phycitodes binaevella,mature,21,5,15,9
NBNORG0000058759,Phycitodes maritima,mature,1,5,7,9
NBNORG0000058760,Phycitodes saxicola,mature,21,5,15,9
NBNORG0000108227,Phyllocnistis ramulicola,mature,31,8,1,7
NBNORG0000058762,Phyllocnistis saligna,mature,31,5,1,5
NBNORG0000058763,Phyllocnistis unipunctella,mature,1,1,31,12
NBNORG0000058764,Phyllocnistis xenia,mature,30,6,1,6
NBNORG0000009047,Phyllodesma ilicifolia,mature,21,4,31,5
NBNORG0000042885,Phyllonorycter acerifoliella,mature,1,5,31,8
NBNORG0000058765,Phyllonorycter anderidae,mature,1,6,30,9
NBNORG0000122538,Phyllonorycter apparella,mature,31,7,1,7
NBNORG0000058766,Phyllonorycter blancardella,mature,1,3,15,10
NBNORG0000058767,Phyllonorycter cavella,mature,1,5,31,7
NBNORG0000058768,Phyllonorycter cerasicolella,mature,1,5,31,8
NBNORG0000058769,Phyllonorycter comparella,mature,31,7,1,6
NBNORG0000058770,Phyllonorycter coryli,mature,1,5,30,9
NBNORG0000058771,Phyllonorycter corylifoliella,mature,1,4,31,10
NBNORG0000058773,Phyllonorycter distentella,mature,1,6,30,6
NBNORG0000058774,Phyllonorycter dubitella,mature,1,5,31,8
NBNORG0000042887,Phyllonorycter emberizaepenella,mature,1,5,31,8
NBNORG0000058793,Phyllonorycter esperella,mature,1,5,31,8
NBNORG0000058775,Phyllonorycter froelichiella,mature,1,5,31,8
NBNORG0000058776,Phyllonorycter geniculella,mature,1,4,31,10
NBNORG0000058777,Phyllonorycter harrisella,mature,1,4,30,9
NBNORG0000058778,Phyllonorycter heegeriella,mature,1,4,31,8
NBNORG0000042888,Phyllonorycter hilarella,mature,1,5,30,9
NBNORG0000109044,Phyllonorycter hostis,mature,1,5,31,8
NBNORG0000058779,Phyllonorycter insignitella,mature,1,5,31,8
NBNORG0000058791,Phyllonorycter joannisi,mature,1,5,30,9
NBNORG0000058780,Phyllonorycter junoniella,mature,1,6,30,9
NBNORG0000058781,Phyllonorycter klemannella,mature,1,4,31,8
NBNORG0000042889,Phyllonorycter kuhlweiniella,mature,1,5,31,8
NBNORG0000058782,Phyllonorycter lantanella,mature,1,4,31,8
NBNORG0000058783,Phyllonorycter lautella,mature,1,5,30,9
NBNORG0000008904,Phyllonorycter leucographella,mature,1,4,31,10
NBNORG0000058784,Phyllonorycter maestingella,mature,1,4,30,11
NBNORG0000058785,Phyllonorycter mespilella,mature,1,5,31,8
NBNORG0000058786,Phyllonorycter messaniella,mature,1,4,30,11
NBNORG0000058787,Phyllonorycter muelleriella,mature,1,5,31,8
NBNORG0000058788,Phyllonorycter nicellii,mature,1,4,31,10
NBNORG0000058789,Phyllonorycter nigrescentella,mature,1,4,30,9
NBNORG0000058790,Phyllonorycter oxyacanthae,mature,1,4,30,9
NBNORG0000116750,Phyllonorycter pastorella,mature,1,1,31,12
NBNORG0000042890,Phyllonorycter platani,mature,1,5,30,9
NBNORG0000058792,Phyllonorycter quercifoliella,mature,15,3,15,10
NBNORG0000058794,Phyllonorycter quinqueguttella,mature,1,5,31,8
NBNORG0000058795,Phyllonorycter rajella,mature,1,4,30,9
NBNORG0000058796,Phyllonorycter roboris,mature,1,6,30,6
NBNORG0000058797,Phyllonorycter sagitella,mature,30,9,1,7
NBNORG0000058798,Phyllonorycter salicicolella,mature,15,4,15,9
NBNORG0000058800,Phyllonorycter scabiosella,mature,1,5,30,9
NBNORG0000058801,Phyllonorycter schreberella,mature,1,5,31,8
NBNORG0000058802,Phyllonorycter scopariella,mature,1,6,31,8
NBNORG0000058803,Phyllonorycter sorbi,mature,1,4,30,9
NBNORG0000042893,Phyllonorycter spinicolella,mature,15,4,15,9
NBNORG0000042894,Phyllonorycter staintoniella,mature,1,4,30,9
NBNORG0000058804,Phyllonorycter stettinensis,mature,1,4,30,9
NBNORG0000058805,Phyllonorycter strigulatella,mature,1,5,31,8
NBNORG0000058806,Phyllonorycter tenerella,mature,1,5,31,8
NBNORG0000058807,Phyllonorycter trifasciella,mature,1,4,30,11
NBNORG0000058808,Phyllonorycter tristrigella,mature,1,5,30,9
NBNORG0000058809,Phyllonorycter ulicicolella,mature,1,5,31,7
NBNORG0000058810,Phyllonorycter ulmifoliella,mature,1,4,30,9
NBNORG0000058811,Phyllonorycter viminetorum,mature,1,5,31,8
NBNORG0000042892,Phyllonorycter viminiella,mature,1,4,30,9
NBNORG0000058812,Phylloporia bistrigella,mature,1,5,31,7
NBNORG0000009010,Phymatopus hecta,mature,15,5,31,8
NBNORG0000009574,Phytometra viridaria,mature,15,4,31,8
NBNORG0000058818,Pima boisduvaliella,mature,21,5,31,8
NBNORG0000042956,Piniphila bifasciana,mature,15,5,15,9
NBNORG0000009219,Plagodis dolabraria,mature,1,5,21,7
NBNORG0000009218,Plagodis pulveraria,mature,15,4,15,8
NBNORG0000058819,Platyedra subcinerea,mature,1,1,31,12
NBNORG0000058820,Platyptilia calodactyla,mature,1,6,31,7
NBNORG0000058821,Platyptilia gonodactyla,mature,1,5,7,10
NBNORG0000058822,Platyptilia isodactylus,mature,21,5,30,9
NBNORG0000058825,Platyptilia tesseradactyla,mature,1,5,30,6
NBNORG0000058826,Platytes alpinella,mature,21,6,15,9
NBNORG0000058827,Platytes cerussella,mature,21,5,15,8
NBNORG0000060334,Plemyria rubiginata,mature,1,6,30,9
NBNORG0000008837,Plemyria rubiginata plumbata,mature,1,6,30,9
NBNORG0000058830,Plemyria rubiginata rubiginata,mature,1,6,30,9
NBNORG0000058832,Pleurota aristella,mature,1,6,31,8
NBNORG0000058833,Pleurota bicostella,mature,1,5,31,7
NBNORG0000058834,Plodia interpunctella,mature,1,1,31,12
NBNORG0000009558,Plusia festucae,mature,7,5,15,10
NBNORG0000060339,Plusia putnami,mature,7,6,15,9
NBNORG0000058835,Plusia putnami gracilis,mature,7,6,15,9
NBNORG0000058836,Plusia putnami putnami,mature,7,6,15,9
NBNORG0000058838,Plutella haasi,mature,1,7,31,7
NBNORG0000058839,Plutella porrectella,mature,21,4,31,10
NBNORG0000058840,Plutella xylostella,mature,1,1,31,12
NBNORG0000009037,Poecilocampa populi,mature,1,10,21,1
NBNORG0000009375,Polia bombycina,mature,1,6,31,7
NBNORG0000009376,Polia hepatica,mature,1,6,31,7
NBNORG0000009377,Polia nebulosa,mature,21,5,15,8
NBNORG0000009557,Polychrysia moneta,mature,1,6,30,9
NBNORG0000058843,Polymixis flavicincta,mature,21,8,31,10
NBNORG0000059822,Polymixis lichenea,mature,7,8,30,11
NBNORG0000058844,Polymixis lichenea lichenea,mature,7,8,30,11
NBNORG0000006858,Polymixis lichenea scillonea,mature,7,8,30,11
NBNORG0000059821,Polymixis xanthomista,mature,15,8,21,10
NBNORG0000009439,Polymixis xanthomista statices,mature,15,8,21,10
NBNORG0000058845,Polymixis xanthomista xanthomista,mature,15,8,21,10
NBNORG0000008882,Polyphaenis sericata,mature,15,6,15,8
NBNORG0000009061,Polyploca ridens,mature,21,3,21,5
NBNORG0000058876,Porrittia galactodactyla,mature,1,6,31,7
NBNORG0000108168,Povolnya leucapennella,mature,1,1,31,12
NBNORG0000058849,Prays fraxinella,mature,1,5,30,9
NBNORG0000097730,Prays oleae,mature,1,8,31,8
NBNORG0000117141,Prays peregrina,mature,1,4,30,11
NBNORG0000117140,Prays ruficeps,mature,1,5,30,9
NBNORG0000058850,Pristerognatha penthinana,mature,1,5,30,6
NBNORG0000043014,Prochoreutis myllerana,mature,1,5,31,8
NBNORG0000043015,Prochoreutis sehestediana,mature,1,5,31,8
NBNORG0000008909,Prolita sexpunctella,mature,1,5,7,7
NBNORG0000018490,Prolita solutella,mature,1,5,30,6
NBNORG0000057576,Promalactis procerella,mature,1,7,31,7
NBNORG0000008860,Proserpinus proserpina,mature,21,5,31,8
NBNORG0000041516,Protarchanara brevilinea,mature,15,7,7,9
NBNORG0000043029,Protodeltote pygarga,mature,1,4,15,8
NBNORG0000058853,Protolampra sobrina,mature,15,7,7,9
NBNORG0000058928,Protoschinia scutosa,mature,21,7,7,9
NBNORG0000058854,Proutia betulina,mature,1,6,31,7
NBNORG0000058855,Psamathocrita argentella,mature,1,6,15,7
NBNORG0000058856,Psamathocrita osseella,mature,15,6,31,7
NBNORG0000043034,Psammotis pulveralis,mature,1,7,31,8
NBNORG0000058857,Pselnophorus heterodactyla,mature,1,6,15,7
NBNORG0000058858,Pseudargyrotoza conwagana,mature,21,4,7,12
NBNORG0000009475,Pseudenargia ulicis,mature,1,8,31,10
NBNORG0000104238,Pseudeustrotia candidula,mature,7,6,31,10
NBNORG0000043047,Pseudococcyx posticana,mature,1,5,30,6
NBNORG0000043048,Pseudococcyx turionella,mature,1,5,30,6
NBNORG0000097766,Pseudocoremia suavis,mature,1,2,31,10
NBNORG0000059532,Pseudoips prasinana,mature,1,5,15,8
NBNORG0000058862,Pseudoips prasinana britannica,mature,1,5,15,8
NBNORG0000058863,Pseudoips prasinana prasinana,mature,1,5,15,8
NBNORG0000009222,Pseudopanthera macularia,mature,15,4,7,7
NBNORG0000043065,Pseudopostega auritella,mature,1,6,31,7
NBNORG0000043066,Pseudopostega crepusculella,mature,1,6,15,8
NBNORG0000058864,Pseudosciaphila branderiana,mature,1,6,31,8
NBNORG0000058865,Pseudoswammerdamia combinella,mature,1,4,31,7
NBNORG0000043075,Pseudotelphusa paripunctella,mature,15,5,31,7
NBNORG0000058866,Pseudotelphusa scalella,mature,1,5,15,7
NBNORG0000102877,Pseudoterpna coronillaria,mature,1,6,31,7
NBNORG0000060368,Pseudoterpna pruinata,mature,15,5,30,9
NBNORG0000009064,Pseudoterpna pruinata atropunctaria,mature,15,5,30,9
NBNORG0000058867,Pseudoterpna pruinata pruinata,mature,15,5,30,9
NBNORG0000058258,Psodos coracina,mature,21,5,7,8
NBNORG0000058868,Psoricoptera gibbosella,mature,1,7,7,10
NBNORG0000058869,Psyche casta,mature,15,5,15,8
NBNORG0000058870,Psyche crassiorella,mature,1,6,31,7
NBNORG0000058872,Psychoides filicivora,mature,1,2,31,12
