taxon,tvk,km100,km10,coord_system
Omocestus rufipes,NHMSYS0001387431,SU,00 01 05 10 11 12 13 16 20 21 22 23 26 30 31 32 33 36 40 41 42 46 47 50 51 52 54 56 57 58 59 61 62 63 65 66 67 68 69 71 72 74 75 78 79 80 81 82 83 84 86 89 90 91 92 93 94 97,OSGB
Omocestus rufipes,NHMSYS0001387431,SW,32 33 42 43 52 53 61 62 71 72 81 82 83 84 86,OSGB
Omocestus rufipes,NHMSYS0001387431,SX,06 19 85 87,OSGB
Omocestus rufipes,NHMSYS0001387431,SY,08 18 78 79 88 89 97 98 99,OSGB
Omocestus rufipes,NHMSYS0001387431,SZ,08 09 19 29 39 79,OSGB
Omocestus rufipes,NHMSYS0001387431,TL,02 60,OSGB
Omocestus rufipes,NHMSYS0001387431,TM,13 35 46 47 48 59,OSGB
Omocestus rufipes,NHMSYS0001387431,TQ,00 01 02 03 04 10 11 13 14 15 16 21 22 23 24 26 30 32 33 34 41 42 43 44 46 47 50 51 56 61 63 65 66 71 72 73 76 81 82 83 93 94 95,OSGB
Omocestus rufipes,NHMSYS0001387431,TR,02 03 05 13 14 15 16 23 35,OSGB
Omocestus rufipes,NHMSYS0001387431,TV,59,OSGB
Omocestus viridulus,NBNSYS0000006838,HY,10 20 30,OSGB
Omocestus viridulus,NBNSYS0000006838,NB,90 91,OSGB
Omocestus viridulus,NBNSYS0000006838,NC,00 01 02 10 11 12 20 21 22 70 80 81 90 91 92,OSGB
Omocestus viridulus,NBNSYS0000006838,ND,01 02 06 07 12 16 17 18 19 26 27 28 29 38 39,OSGB
Omocestus viridulus,NBNSYS0000006838,NF,60 61 66 67 70 71 72 73 75 76 77 80 81 82 83 85 86 87,OSGB
Omocestus viridulus,NBNSYS0000006838,NG,10 13 14 15 20 23 24 25 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 60 61 62 63 64 65 70 71 72 73 74 75 81 82 83 86 87 88 91 92 93 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NH,01 02 03 06 07 08 09 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Omocestus viridulus,NBNSYS0000006838,NJ,00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96,OSGB
Omocestus viridulus,NBNSYS0000006838,NK,02 03 04 05 06 13 14 15,OSGB
Omocestus viridulus,NBNSYS0000006838,NL,47 48 57 58 59 68 69 79 93 94,OSGB
Omocestus viridulus,NBNSYS0000006838,NM,04 05 10 14 15 16 19 21 22 23 24 25 26 29 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Omocestus viridulus,NBNSYS0000006838,NN,00 01 02 03 04 05 06 07 08 11 12 13 14 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NR,15 16 24 25 26 27 33 34 35 36 37 38 39 44 45 46 47 48 49 50 51 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 92 93 94 95 96 97,OSGB
Omocestus viridulus,NBNSYS0000006838,NS,00 01 02 03 04 05 06 10 14 15 16 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 54 55 56 57 58 59 60 61 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NT,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96,OSGB
Omocestus viridulus,NBNSYS0000006838,NU,00 01 02 03 04 05 10 11 12 13 14 20 21 22 23,OSGB
Omocestus viridulus,NBNSYS0000006838,NW,95 96 97,OSGB
Omocestus viridulus,NBNSYS0000006838,NX,03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NY,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,NZ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91,OSGB
Omocestus viridulus,NBNSYS0000006838,SC,16 17 26 27 28 36 37 38 39 47 48 49,OSGB
Omocestus viridulus,NBNSYS0000006838,SD,08 09 16 17 18 19 20 21 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SE,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SH,12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Omocestus viridulus,NBNSYS0000006838,SJ,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SK,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SM,60 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94,OSGB
Omocestus viridulus,NBNSYS0000006838,SN,00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SR,89 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SS,09 10 11 19 20 21 22 30 31 32 38 39 40 41 42 43 44 48 49 50 51 52 53 54 58 59 60 61 62 63 64 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,ST,00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Omocestus viridulus,NBNSYS0000006838,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 33 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Omocestus viridulus,NBNSYS0000006838,TA,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 30 31 32 33 40 41 42,OSGB
Omocestus viridulus,NBNSYS0000006838,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Omocestus viridulus,NBNSYS0000006838,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Omocestus viridulus,NBNSYS0000006838,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Omocestus viridulus,NBNSYS0000006838,TM,01 02 03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Omocestus viridulus,NBNSYS0000006838,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98,OSGB
Omocestus viridulus,NBNSYS0000006838,TR,01 02 03 04 05 06 07 12 13 14 15 16 23 24 25 26 27 33 34 35 36 46,OSGB
Omocestus viridulus,NBNSYS0000006838,TV,49 59 69 79,OSGB
Panchlora nivea,NBNSYS0100004408,SJ,79,OSGB
Panchlora nivea,NBNSYS0100004408,SS,99,OSGB
Panchlora nivea,NBNSYS0100004408,ST,17,OSGB
Panchlora nivea,NBNSYS0100004408,SW,83,OSGB
Panchlora nivea,NBNSYS0100004408,TL,10,OSGB
Periplaneta americana,NBNSYS0000006852,NO,32 33 34 42 43 44 52 53 54,OSGB
Periplaneta americana,NBNSYS0000006852,NT,16 17 18 26 27 28 36 37 38,OSGB
Periplaneta americana,NBNSYS0000006852,NY,24 25 26 34 35 36 44 45 46,OSGB
Periplaneta americana,NBNSYS0000006852,NZ,40 41 42 50 51 52 60 61 62,OSGB
Periplaneta americana,NBNSYS0000006852,SD,20 30 40 50 70 71 72 80 81 82 90 91 92 93 94 95,OSGB
Periplaneta americana,NBNSYS0000006852,SE,00 01 02 03 04 05 10 11 12 13 14 15 20 21 22 23 24 50 51 52 60 61 62 63 70 71 72 73 81 82 83,OSGB
Periplaneta americana,NBNSYS0000006852,SJ,27 28 29 37 38 39 47 48 49 58 59 78 79 88 89 98 99,OSGB
Periplaneta americana,NBNSYS0000006852,SK,08 09 11 12 13 21 22 23 24 31 32 33 34 42 43 44 59 69 79 86 87 88 96 97 98,OSGB
Periplaneta americana,NBNSYS0000006852,SN,90,OSGB
Periplaneta americana,NBNSYS0000006852,SO,00 10 74 75 76 84 85 86 94 95 96,OSGB
Periplaneta americana,NBNSYS0000006852,SP,94 95 96,OSGB
Periplaneta americana,NBNSYS0000006852,SS,98 99,OSGB
Periplaneta americana,NBNSYS0000006852,ST,06 07 08 09 16 17 18 19 26 27 28 46 47 48 56 57 58 66 67 68 70 71 72 80 81 82 90 91 92,OSGB
Periplaneta americana,NBNSYS0000006852,SU,00 10 20,OSGB
Periplaneta americana,NBNSYS0000006852,SW,32 33 42 43 44 52 53 54 73 74 75 83 84 85 93 94 95,OSGB
Periplaneta americana,NBNSYS0000006852,SX,35 36 44 45 46 54 55 56,OSGB
Periplaneta americana,NBNSYS0000006852,SZ,08 09 19 28 29,OSGB
Periplaneta americana,NBNSYS0000006852,TA,10 11 20 21 30 31,OSGB
Periplaneta americana,NBNSYS0000006852,TF,06 07 08 19 27 28 29 37 38 39 47 48 49,OSGB
Periplaneta americana,NBNSYS0000006852,TL,04 05 06 12 13 14 15 16 22 23 24 32 33 34,OSGB
Periplaneta americana,NBNSYS0000006852,TQ,16 17 18 19 26 27 28 29 36 37 38 39 77 78 79 87 88 89 97 98 99,OSGB
Periplaneta australasiae,NBNSYS0000006853,HY,20 21 22 30 31 32 40 41 42,OSGB
Periplaneta australasiae,NBNSYS0000006853,NB,91,OSGB
Periplaneta australasiae,NBNSYS0000006853,NC,01 02 03 11 12 13,OSGB
Periplaneta australasiae,NBNSYS0000006853,NO,01 02 03 11 12 13 21 22 23,OSGB
Periplaneta australasiae,NBNSYS0000006853,NS,35 36 37 45 46 47 55 56 57,OSGB
Periplaneta australasiae,NBNSYS0000006853,NT,16 17 18 26 27 28 36 37 38,OSGB
Periplaneta australasiae,NBNSYS0000006853,SD,20 30 34 35 36 40 44 45 46 50 54 55 56 60 80 81 90 91 92 93 94 95,OSGB
Periplaneta australasiae,NBNSYS0000006853,SE,00 01 02 03 04 05 11 12 13 14 15 20 21 22 23 24 30 31 40 41 50 51 52 60 61 62 70 71 72,OSGB
Periplaneta australasiae,NBNSYS0000006853,SH,50 60,OSGB
Periplaneta australasiae,NBNSYS0000006853,SJ,27 28 29 37 38 39 47 48 49 58 59 68 69 89 99,OSGB
Periplaneta australasiae,NBNSYS0000006853,SK,09 21 22 23 24 26 27 28 29 31 32 33 34 36 37 38 39 41 42 43 44 46 47 48 49 59 69,OSGB
Periplaneta australasiae,NBNSYS0000006853,SN,57 58 59 67 68 69 77 78 79,OSGB
Periplaneta australasiae,NBNSYS0000006853,SO,60 61 62 63 70 71 72 73 80 81 82 83 84 85 93 94 95 97 98 99,OSGB
Periplaneta australasiae,NBNSYS0000006853,SP,03 04 05 07 08 09 17 18 19 40 41 50 51 60 61,OSGB
Periplaneta australasiae,NBNSYS0000006853,SS,77 78 79 87 88 89 97 98 99,OSGB
Periplaneta australasiae,NBNSYS0000006853,ST,06 07 08 16 17 18 26 27 28 30 31 40 41 46 47 48 50 51 55 56 57 58 65 66 67 68 69 75 76 77 79 89,OSGB
Periplaneta australasiae,NBNSYS0000006853,SU,40 41 42 49 50 51 52 59 60 61 62 69 70 71 80 81 94 95 96,OSGB
Periplaneta australasiae,NBNSYS0000006853,SW,42 43 44 52 53 54 62 63 64 73 74 75 83 84 85 93 94 95 96,OSGB
Periplaneta australasiae,NBNSYS0000006853,SX,04 05 06 14 15 16,OSGB
Periplaneta australasiae,NBNSYS0000006853,SY,39 49 59,OSGB
Periplaneta australasiae,NBNSYS0000006853,SZ,69 79 89,OSGB
Periplaneta australasiae,NBNSYS0000006853,TF,27 28 29 37 38 39 47 48 49,OSGB
Periplaneta australasiae,NBNSYS0000006853,TL,01 02 03 10 11 12 13 14 20 21 22 23 24 30 31 32 33 34 35 36 40 41 42 44 45 46 54 55 56,OSGB
Periplaneta australasiae,NBNSYS0000006853,TQ,04 05 06 07 08 14 15 16 17 18 19 26 27 28 29 30 31 32 39 40 41 42 50 51 52 56 57 58 66 67 68 76 77 78 79 87 88 89 97 98 99,OSGB
Phaneroptera falcata,NHMSYS0019998481,SZ,08 29,OSGB
Phaneroptera falcata,NHMSYS0019998481,TA,02,OSGB
Phaneroptera falcata,NHMSYS0019998481,TQ,81,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,NX,55 85 91,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,NY,30,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,NZ,90,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SC,48,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SD,39 47 48 62,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SE,12 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SH,22 32 33 52 53 54 77 78,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SJ,07 21 40 41 50 60 66 70 77 87,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SK,32 33 43 60 70 80 81 87 90 91 92 93,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SM,70 72 80 81 90 92,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SN,00 03 04 10 13 14 20 24 30 31 35 40 41 42 50 52 56 57 60 69,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SO,09 12 19 21 24 25 30 33 40 41 42 43 44 50 51 52 53 54 55 56 60 61 62 63 64 66 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SP,01 02 03 04 05 06 10 12 13 14 15 16 20 21 22 23 30 31 40 41 50 51 55 60 61 63 66 67 73 75 84 85 88 90 91 92 93 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SR,99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SS,09 10 11 19 20 21 22 31 32 41 42 43 44 48 49 50 51 52 53 54 58 59 60 61 62 63 64 68 70 71 72 74 78 80 81 84 87 88 90 91 92 93 94 96 97 98,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,ST,00 01 02 03 04 06 07 08 10 11 12 13 14 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SU,00 01 02 03 05 06 07 08 09 10 11 12 13 16 17 18 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SV,81,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SW,32 33 42 43 44 52 53 54 61 62 63 64 71 72 73 74 75 76 82 83 84 85 86 87 93 94 95 96 97,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SX,03 04 05 06 07 08 09 14 15 16 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 59 63 64 65 66 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SY,07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 77 78 79 87 88 89 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,SZ,07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TA,03 04 09,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TF,00 01 02 03 07 08 10 11 14 16 17 18 20 24 25 26 33 34 37 38 46 47 50 61 62 63 70 72 80 81 82 90 91 92 93,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 50 51,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TM,00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TR,01 02 03 04 05 06 13 14 15 16 23 24 25 26 33 34 35 36,OSGB
Pholidoptera griseoaptera,NHMSYS0001387435,TV,49 59,OSGB
Platycleis albopunctata,NHMSYS0001387438,SH,12 22 32 33,OSGB
Platycleis albopunctata,NHMSYS0001387438,SM,70 72 80 82,OSGB
Platycleis albopunctata,NHMSYS0001387438,SN,20,OSGB
Platycleis albopunctata,NHMSYS0001387438,SP,61,OSGB
Platycleis albopunctata,NHMSYS0001387438,SS,09 11 20 21 22 43 44 48 49 58 78,OSGB
Platycleis albopunctata,NHMSYS0001387438,ST,16 25 35,OSGB
Platycleis albopunctata,NHMSYS0001387438,SU,10 50 60 70,OSGB
Platycleis albopunctata,NHMSYS0001387438,SV,81,OSGB
Platycleis albopunctata,NHMSYS0001387438,SW,32 33 42 52 54 61 62 71 72 75 76 82 83 87 93 97,OSGB
Platycleis albopunctata,NHMSYS0001387438,SX,03 04 15 19 25 35 44 54 63 64 73 74 83 84 85 94 95 96 97,OSGB
Platycleis albopunctata,NHMSYS0001387438,SY,07 18 28 39 49 58 66 67 68 77 78 87 88 97 98,OSGB
Platycleis albopunctata,NHMSYS0001387438,SZ,07 08 19 29 38 47 57 58 59 68 69 79 89,OSGB
Platycleis albopunctata,NHMSYS0001387438,TL,03,OSGB
Platycleis albopunctata,NHMSYS0001387438,TM,01 11 21 34 44,OSGB
Platycleis albopunctata,NHMSYS0001387438,TQ,20 28 40 60 70 80 81 91,OSGB
Platycleis albopunctata,NHMSYS0001387438,TR,01 02 13 16 23 33 34 35 36,OSGB
Platycleis albopunctata,NHMSYS0001387438,TV,59 69,OSGB
Pseudomogoplistes vicentae,NHMSYS0020973988,SM,70 80,OSGB
Pseudomogoplistes vicentae,NHMSYS0020973988,SY,28 67 68,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,NT,27,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,SD,47,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,SE,11 13,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,SJ,39,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,SP,50,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,ST,17,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,SX,05,OSGB
Pycnoscelus surinamensis,NBNSYS0000006855,TL,71,OSGB
Ramulus thaii,NHMSYS0020978506,ST,17,OSGB
Ruspolia nitidula,NHMSYS0020978386,SS,69,OSGB
Ruspolia nitidula,NHMSYS0020978386,SV,80 81,OSGB
Ruspolia nitidula,NHMSYS0020978386,SZ,08,OSGB
Schistocerca gregaria,NHMSYS0000377682,SD,30 31 40 41 50 51,OSGB
Schistocerca gregaria,NHMSYS0000377682,SJ,39 49 59,OSGB
Schistocerca gregaria,NHMSYS0000377682,SS,97 98 99,OSGB
